elev_ft,stor_af
763.5,31657.1
763.6,31736.9
763.7,31816.9
763.8,31896.9
763.9,31977.1
764.0,32057.4
764.1,32137.8
764.2,32218.4
764.3,32299.1
764.4,32380.0
764.5,32460.9
764.6,32542.0
764.7,32623.2
764.8,32704.5
764.9,32786.0
765.0,32867.5
765.1,32949.1
765.2,33030.9
765.3,33112.8
765.4,33194.8
765.5,33276.9
765.6,33359.1
765.7,33441.4
765.8,33523.9
765.9,33606.4
766.0,33689.1
766.1,33771.8
766.2,33854.6
766.3,33937.6
766.4,34020.6
766.5,34103.8
766.6,34187.1
766.7,34270.4
766.8,34353.9
766.9,34437.5
767.0,34521.2
767.1,34605.0
767.2,34688.9
767.3,34772.9
767.4,34857.0
767.5,34941.2
767.6,35025.5
767.7,35109.9
767.8,35194.4
767.9,35279.0
768.0,35363.8
768.1,35448.6
768.2,35533.6
768.3,35618.8
768.4,35704.0
768.5,35789.4
768.6,35874.8
768.7,35960.4
768.8,36046.1
768.9,36131.9
769.0,36217.8
769.1,36303.8
769.2,36389.9
769.3,36476.1
769.4,36562.4
769.5,36648.8
769.6,36735.3
769.7,36821.9
769.8,36908.6
769.9,36995.4
770.0,37082.3
770.1,37169.3
770.2,37256.4
770.3,37343.6
770.4,37430.9
770.5,37518.3
770.6,37605.8
770.7,37693.4
770.8,37781.2
770.9,37869.0
771.0,37956.9
771.1,38045.0
771.2,38133.2
771.3,38221.5
771.4,38309.9
771.5,38398.5
771.6,38487.2
771.7,38576.0
771.8,38665.0
771.9,38754.1
772.0,38843.3
772.1,38932.6
772.2,39022.0
772.3,39111.6
772.4,39201.2
772.5,39291.0
772.6,39380.9
772.7,39470.9
772.8,39561.0
772.9,39651.3
773.0,39741.6
773.1,39832.1
773.2,39922.8
773.3,40013.5
773.4,40104.3
773.5,40195.3
773.6,40286.4
773.7,40377.6
773.8,40468.9
773.9,40560.4
774.0,40652.0
774.1,40743.7
774.2,40835.5
774.3,40927.5
774.4,41019.5
774.5,41111.8
774.6,41204.1
774.7,41296.6
774.8,41389.1
774.9,41481.8
775.0,41574.7
775.1,41667.7
775.2,41760.8
775.3,41854.0
775.4,41947.3
775.5,42040.7
775.6,42134.3
775.7,42228.0
775.8,42321.8
775.9,42415.7
776.0,42509.8
776.1,42604.0
776.2,42698.4
776.3,42792.9
776.4,42887.5
776.5,42982.3
776.6,43077.3
776.7,43172.5
776.8,43267.8
776.9,43363.3
777.0,43458.9
777.1,43554.7
777.2,43650.7
777.3,43746.7
777.4,43842.9
777.5,43939.3
777.6,44035.7
